# Type 1, Type 2, Tera Type, Score
GRD,PSY,FGT,56.1966852761
PSN,PSY,STL,56.1766169006
ICE,PSN,GRD,56.1282287911
ICE,RCK,WTR,56.0886598606
FLY,RCK,PSN,56.0366242112
FGT,STL,FRY,56.0243078160
RCK,DRK,FLY,56.0206922230
FIR,WTR,FGT,56.0114731822
RCK,GHT,FLY,56.0114151272
GRD,RCK,DRK,55.9854576471
WTR,FGT,PSY,55.9782201282
RCK,DRG,WTR,55.9444929774
ICE,FGT,FIR,55.9419399595
RCK,DRK,FGT,55.9245934129
ICE,FRY,FGT,55.9017368795
RCK,GHT,FGT,55.9003019527
DRK,FRY,FGT,55.8916987154
FGT,GHT,GRD,55.8835021948
ICE,RCK,ICE,55.8803263850
ICE,GHT,FIR,55.8610036904
GHT,FRY,FGT,55.8319624110
WTR,GRD,FGT,55.8191675070
FGT,DRK,GRD,55.8178012180
ICE,GRD,FIR,55.7781533040
FIR,DRG,WTR,55.7752531986
FGT,PSY,DRK,55.7685410509
ICE,DRK,FIR,55.7605998973
GRS,FRY,DRK,55.7476337962
FIR,ICE,ICE,55.7177666449
ICE,RCK,GHT,55.7159836245
FGT,RCK,GRD,55.6997571346
GRS,STL,NRM,55.6827231669
GRS,BUG,PSY,55.6432711393
ICE,PSY,FIR,55.6255841944
NRM,GRS,WTR,55.5251893124
GRS,---,WTR,55.5251893124
ICE,PSN,WTR,55.4618759907
WTR,ICE,FGT,55.4588885760
FGT,RCK,RCK,55.4288430037
FGT,FLY,FRY,55.4250257111
FIR,FGT,FRY,55.3897655832
WTR,FGT,---,55.3664988849
FGT,BUG,FRY,55.3477895009
ICE,STL,GHT,55.2957797367
WTR,GRD,FLY,55.2768358392
PSY,RCK,FRY,55.2695586974
ICE,PSY,GHT,55.2405870961
RCK,GHT,GRD,55.2308022385
RCK,DRG,FRY,55.2099252747
NRM,RCK,FRY,55.2099252747
RCK,---,FRY,55.2099252747
FIR,ICE,FLY,55.1863767674
FGT,PSN,PSY,55.1842764769
RCK,DRK,GRD,55.1651012617
WTR,FGT,GHT,55.1380202185
GRD,BUG,PSN,55.0880354228
ICE,BUG,ICE,55.0795719224
NRM,PSN,NRM,55.0703519894
FGT,PSN,NRM,55.0253190449
WTR,DRG,DRG,55.0112604934
GRS,PSN,NRM,54.9072394606
ICE,STL,FLY,54.8982655201
ICE,PSN,FLY,54.8963806876
FLY,BUG,WTR,54.8897017210
FIR,ICE,PSN,54.8087061874
FIR,FRY,FGT,54.7911870149
GRS,RCK,GRS,54.7880604538
GRD,RCK,FGT,54.7692112242
FLY,FRY,FGT,54.7586187345
DRG,FRY,STL,54.7337814793
NRM,FRY,STL,54.7182454394
FRY,---,STL,54.7182454394
FLY,DRG,FGT,54.7076575710
NRM,PSY,PSY,54.6982724849
WTR,GRS,GRS,54.6717596559
NRM,GRS,GRS,54.6717258330
WTR,DRG,STL,54.6529576607
BUG,FRY,WTR,54.6524075342
GRS,BUG,DRK,54.5972036381
PSY,---,PSY,54.5878939169
GRS,---,GRS,54.5780495851
FIR,ICE,PSY,54.5077178340
FLY,DRG,DRG,54.4967856764
DRG,DRK,DRG,54.4948064099
GHT,DRG,DRG,54.4924938454
ICE,PSN,ICE,54.4514228462
GRD,STL,GHT,54.4447547584
PSY,FRY,FGT,54.4346910557
ICE,PSY,GRD,54.4342933563
FIR,ICE,FGT,54.4309394081
FIR,GRD,GHT,54.4065168980
PSY,DRG,FGT,54.3554035906
GRD,DRG,WTR,54.3414174739
BUG,RCK,FIR,54.3077760998
FLY,FRY,WTR,54.2848328643
ICE,BUG,FRY,54.2671886995
ICE,GRD,ICE,54.2658498655
ICE,FLY,FRY,54.2639584496
FGT,FRY,FIR,54.2524449313
GRD,DRK,FRY,54.2459808191
GRD,GHT,FRY,54.2367037234
PSY,DRG,DRG,54.2280909374
WTR,GRS,PSN,54.1639960461
GRD,DRG,PSN,54.1544362907
WTR,BUG,FRY,54.1143081575
GRD,DRG,FGT,54.1059519589
WTR,FLY,FRY,54.1051850468
ICE,PSY,ICE,54.0920802093
RCK,DRK,RCK,54.0437262597
RCK,GHT,RCK,54.0382995066
RCK,STL,---,54.0299749663
GRS,STL,BUG,53.9844973681
FGT,BUG,FLY,53.9600288900
FGT,STL,PSN,53.9209499011
FLY,STL,FRY,53.9104520604
FGT,FRY,GHT,53.8745445770
BUG,STL,FRY,53.8464061422
ICE,PSY,FLY,53.8229875098
FIR,STL,FRY,53.8215240273
FGT,PSN,GHT,53.8147129963
GRD,FRY,GHT,53.8085590715
WTR,PSN,STL,53.8049308246
BUG,DRG,DRG,53.7480411308
GRD,DRK,NRM,53.7388380477
BUG,STL,BUG,53.7326123537
GRD,GHT,NRM,53.7295609520
GRD,STL,PSN,53.7125358388
PSN,GRD,GHT,53.6796888563
NRM,FRY,NRM,53.6578957138
NRM,FGT,PSN,53.6210070152
PSN,FLY,STL,53.6204681216
WTR,GRS,PSY,53.5921287890
GRS,PSY,DRK,53.5831003972
FGT,FRY,FLY,53.5564665593
NRM,FLY,STL,53.5330351707
FLY,---,STL,53.5330351707
FGT,GRD,FRY,53.5257314630
GRS,FLY,BUG,53.5137333837
GRD,FRY,DRK,53.4719948640
BUG,RCK,PSN,53.4669231883
FGT,RCK,DRG,53.3965012706
FGT,DRG,FLY,53.3938941427
FGT,FLY,GRD,53.3900185859
ICE,PSY,PSN,53.3705898906
FGT,FRY,GRD,53.3608702012
FGT,PSY,BUG,53.3189896279
PSN,DRG,STL,53.2972397794
PSN,FRY,FIR,53.2887167681
NRM,PSY,STL,53.2189253563
PSY,---,STL,53.2189253563
GRS,FRY,BUG,53.2096413432
FIR,RCK,GHT,53.1986166816
PSN,FLY,WTR,53.1476784626
FIR,ICE,NRM,53.1325010787
WTR,RCK,FGT,53.1263054871
FIR,ICE,DRK,53.1135342825
PSY,BUG,FGT,53.0793233184
RCK,FRY,GHT,53.0681470389
PSN,PSY,FGT,53.0576866536
FIR,DRK,FGT,53.0529698558
FLY,DRK,FRY,53.0473784040
FLY,GHT,FRY,53.0381013083
FIR,GHT,FGT,53.0286783956
WTR,DRK,FLY,52.9968237863
WTR,GHT,FLY,52.9875466905
FLY,BUG,BUG,52.9855005776
RCK,STL,RCK,52.9813615266
ICE,RCK,FLY,52.9591349308
FLY,DRK,GRD,52.9401998377
FLY,GHT,GRD,52.9309227419
RCK,STL,FIR,52.9265556943
ICE,FRY,ICE,52.9225912004
ICE,FRY,FIR,52.9059477810
FGT,FRY,DRK,52.8795123168
FIR,WTR,GHT,52.8746421188
FGT,BUG,PSN,52.8666860674
BUG,FRY,BUG,52.8650038348
GRD,BUG,FIR,52.8648454306
WTR,GRS,GHT,52.8526918093
GRS,GHT,PSY,52.8416852487
GRD,BUG,FGT,52.8408405187
PSN,GRD,FGT,52.8347506451
PSN,RCK,FIR,52.8293451626
DRG,FRY,DRG,52.8199009922
PSN,RCK,GHT,52.8168382277
GRD,RCK,RCK,52.8108256058
FGT,---,PSN,52.8064500595
GRS,DRK,PSY,52.8019840167
FIR,ICE,GRD,52.7955414327
PSY,BUG,FIR,52.7932258595
GRD,DRG,FLY,52.7804867872
WTR,ICE,FLY,52.7759080708
FGT,DRG,DRK,52.7713063246
ICE,RCK,PSN,52.7689570477
ICE,RCK,GRD,52.6737579188
FIR,GRS,DRG,52.6490457895
RCK,STL,GHT,52.6416758930
STL,FRY,GRD,52.6415811157
ICE,FLY,ICE,52.6072019515
ICE,RCK,PSY,52.6067100836
FGT,GHT,GRS,52.5979023848
BUG,RCK,RCK,52.5886657887
RCK,DRG,PSN,52.5651087326
WTR,GRS,DRK,52.5622990053
FGT,DRK,GRS,52.5322014080
GRS,FGT,ICE,52.4886625683
PSN,FRY,GRD,52.4727474267
WTR,DRG,FGT,52.4687583305
ICE,FLY,GHT,52.4478693455
BUG,GHT,WTR,52.4301672138
GRS,FRY,NRM,52.4218525279
RCK,FRY,RCK,52.3801123034
PSY,FRY,FIR,52.3473196519
BUG,DRK,WTR,52.3452711137
STL,FRY,FIR,52.3448875573
NRM,FLY,NRM,52.3364744257
GRD,BUG,DRK,52.3325597492
FGT,STL,PSY,52.3292429967
FGT,BUG,PSY,52.3046150019
BUG,GHT,BUG,52.2915307751
NRM,GRS,FLY,52.2424955745
GRS,---,FLY,52.2424955745
GRD,RCK,FIR,52.1563375037
FIR,PSY,GHT,52.1420989415
GRD,FLY,---,52.1279135634
GRD,STL,FRY,52.1184724318
GRS,BUG,PSN,52.1044987518
WTR,FRY,FIR,52.0824636958
GRD,BUG,NRM,52.0819143192
GRS,DRG,PSN,52.0706155083
NRM,PSY,NRM,52.0686986777
BUG,DRK,BUG,52.0388015268
FIR,FGT,DRK,51.9494220839
GRS,FRY,PSY,51.8696397537
FLY,PSY,WTR,51.8445923441
FLY,RCK,FIR,51.8259247676
WTR,FLY,---,51.8124900137
GRS,DRG,PSY,51.7829926748
FLY,RCK,GHT,51.7753117198
FGT,FLY,DRK,51.7516409813
PSN,RCK,RCK,51.7210174503
FGT,BUG,DRK,51.7042844675
FGT,STL,FIR,51.6964980354
FGT,PSN,DRK,51.6881495726
BUG,RCK,FLY,51.6854787643
FGT,PSN,FIR,51.6814134964
FGT,STL,NRM,51.6588562506
GRS,STL,PSN,51.6457490060
PSN,GHT,FIR,51.5962418201
DRK,STL,FIR,51.5840626000
GHT,STL,FIR,51.5801092449
PSN,DRK,FIR,51.5499039701
BUG,RCK,GRD,51.5402532949
FIR,GRD,FRY,51.5289349728
GRD,STL,FIR,51.4900971881
ICE,FGT,DRG,51.4885144407
RCK,DRK,NRM,51.4743266449
RCK,GHT,NRM,51.4650495492
PSY,RCK,RCK,51.4614142440
GHT,DRG,WTR,51.4533059589
PSN,GRD,FIR,51.4475503137
PSY,DRG,WTR,51.4194536893
WTR,ICE,PSY,51.4130222372
ICE,FRY,FLY,51.4086781824
PSY,STL,FIR,51.3956428172
PSN,PSY,FIR,51.3877987592
DRG,DRK,WTR,51.3876049821
PSN,BUG,BUG,51.3464006870
RCK,DRG,FGT,51.3137837151
ICE,RCK,DRK,51.2986633467
PSN,BUG,WTR,51.2889176524
GRS,GHT,BUG,51.2780958661
RCK,STL,PSN,51.2725025293
PSN,GRD,FRY,51.2519522871
WTR,RCK,PSN,51.2408987868
RCK,FRY,FLY,51.2406179780
ICE,GRD,DRG,51.2292120608
GRS,DRK,BUG,51.1931997661
FGT,STL,GRD,51.1710712705
WTR,BUG,FGT,51.1608152719
WTR,PSN,FGT,51.1547253983
FGT,PSN,GRS,51.1464320420
FIR,FGT,NRM,51.0785331277
GRD,STL,NRM,51.0635746568
PSY,STL,---,51.0530459979
FGT,PSN,GRD,51.0106551442
ICE,BUG,FIR,50.9761359748
ICE,PSN,PSY,50.9361827209
WTR,FRY,GRD,50.9297889977
GRS,FLY,DRG,50.9038072536
NRM,RCK,WTR,50.8620838064
RCK,---,WTR,50.8620838064
ICE,RCK,NRM,50.8472994933
NRM,WTR,STL,50.8472392803
WTR,---,STL,50.8472392803
WTR,RCK,GHT,50.8414518819
ICE,STL,NRM,50.8400806032
FIR,GRS,---,50.8376494208
FIR,GRD,DRK,50.8215161508
FGT,BUG,NRM,50.7902563421
GRS,FRY,GRD,50.7764780273
DRK,FRY,PSN,50.7683745236
GHT,FRY,PSN,50.7589294243
FIR,FLY,FGT,50.7408566913
FGT,FLY,NRM,50.7276531712
FIR,PSN,FRY,50.7162582427
DRK,STL,GRD,50.7097971475
GHT,STL,GRD,50.7058437925
GRS,DRG,GHT,50.6669410832
GRS,FLY,PSY,50.6396060288
FGT,STL,GHT,50.6380359408
NRM,FIR,WTR,50.6319787047
GRS,DRG,DRK,50.6237241770
GRS,FLY,NRM,50.6234128947
FGT,FLY,FIR,50.6095203246
FLY,STL,FGT,50.6089081619
FIR,FGT,GHT,50.6045627862
PSN,GHT,GRD,50.5873013086
ICE,PSN,FIR,50.5840139775
FGT,FLY,BUG,50.5689168990
FIR,RCK,FLY,50.5654869111
WTR,PSN,---,50.5635092021
PSN,DRK,GRD,50.5409634585
ICE,FRY,PSN,50.5323836454
FLY,DRK,FIR,50.5219742293
FIR,GHT,PSN,50.5182228792
FLY,BUG,FGT,50.5151767091
FLY,GHT,FIR,50.5126971335
FIR,RCK,PSY,50.5100297839
RCK,STL,GRD,50.4995718649
FIR,DRK,PSN,50.4922231343
WTR,ICE,ICE,50.4873266749
PSN,FLY,FGT,50.4849860259
FGT,FRY,GRS,50.4702212368
NRM,FLY,FGT,50.4677309629
FLY,---,FGT,50.4677309629
ICE,DRG,ICE,50.4368625801
GRS,RCK,BUG,50.4362966879
ICE,RCK,RCK,50.4345381454
FIR,GRD,NRM,50.4341522831
ICE,DRK,NRM,50.4314461099
ICE,GHT,NRM,50.4221690142
NRM,ICE,ICE,50.4100098054
GRD,FLY,FIR,50.3946899665
PSN,RCK,PSY,50.3892382837
PSN,RCK,GRD,50.3870315684
ICE,---,ICE,50.3851965536
NRM,DRG,STL,50.3491032403
DRG,---,STL,50.3491032403
RCK,STL,FLY,50.3389884662
PSN,GRD,NRM,50.3383234413
FGT,GRD,PSY,50.3258186880
FGT,PSY,NRM,50.3178459062
ICE,STL,---,50.3168108125
RCK,DRG,RCK,50.3165660517
WTR,FRY,PSN,50.3136859769
GRD,RCK,PSY,50.3135953225
GRS,PSN,BUG,50.3134179826
WTR,FGT,FIR,50.2887621563
FIR,RCK,FGT,50.2757917589
PSN,RCK,FLY,50.2703114860
GRD,PSY,FIR,50.2648606614
WTR,GHT,FIR,50.2644896076
FGT,FRY,BUG,50.2484976097
PSY,STL,FGT,50.2301740156
GRS,DRK,DRG,50.2023648442
WTR,DRK,FIR,50.1987886308
GRS,GHT,DRG,50.1984114891
GRS,PSY,DRG,50.1968220900
WTR,GRD,DRK,50.1891386810
WTR,ICE,DRK,50.1824095537
GRS,PSY,NRM,50.1809828122
FIR,WTR,PSN,50.1667141479
GRS,STL,DRK,50.1617744031
RCK,STL,PSY,50.1487402420
NRM,PSY,FGT,50.1122722655
PSY,---,FGT,50.1122722655
FIR,GRD,---,50.1087231305
FGT,DRK,---,50.1054205594
WTR,PSY,FIR,50.0625449563
BUG,RCK,FGT,50.0206490751
PSN,RCK,FGT,49.9883438496
GRD,STL,FGT,49.9726485962
ICE,FLY,PSN,49.9704429996
GRS,RCK,RCK,49.9523584671
WTR,RCK,RCK,49.9502583800
BUG,FRY,FGT,49.9369133447
PSN,FRY,FGT,49.9280669417
FIR,FLY,---,49.9085066921
FIR,WTR,PSY,49.9076097111
ICE,BUG,BUG,49.8930268822
NRM,GRD,FGT,49.8737894659
WTR,GRD,PSN,49.8395602525
FGT,PSN,---,49.7977983615
ICE,FGT,BUG,49.7678808879
NRM,DRG,NRM,49.7458161402
GRD,---,FGT,49.7120846325
BUG,RCK,NRM,49.7103409425
ICE,STL,FGT,49.6980102198
NRM,GRD,PSN,49.6786418056
GRD,---,PSN,49.6786418056
ICE,STL,FIR,49.6508412948
ICE,BUG,FGT,49.6326300223
ICE,PSN,FGT,49.6286546909
FGT,FLY,GRS,49.6155197344
ICE,DRG,FGT,49.6091016454
GRS,FLY,DRK,49.5988231451
DRG,DRK,FGT,49.5827537093
FGT,PSY,---,49.5719051986
GHT,DRG,FGT,49.5584622490
FGT,GHT,PSY,49.5551490945
NRM,ICE,FGT,49.5465574736
ICE,---,FGT,49.5465574736
GRS,PSN,DRK,49.5353317364
ICE,FLY,FIR,49.5311297049
DRG,STL,WTR,49.5213406594
FGT,DRK,PSY,49.5154478626
NRM,PSN,STL,49.5010764042
PSN,---,STL,49.5010764042
GRS,ICE,DRG,49.4971523719
FIR,---,WTR,49.4420396006
FIR,WTR,DRK,49.4346379586
GRS,BUG,DRG,49.4320623034
ICE,RCK,FIR,49.3909416490
WTR,FGT,GRD,49.3888053394
FIR,RCK,DRK,49.3754080185
FIR,FGT,FLY,49.3748605894
FIR,FRY,---,49.3647479903
FGT,PSY,GRD,49.3569252523
WTR,ICE,FIR,49.3419378114
BUG,FRY,FIR,49.3172577887
GRS,BUG,GHT,49.3127337035
DRK,FRY,FLY,49.2905149871
WTR,ICE,GHT,49.2848672770
WTR,GRD,---,49.2816660624
GHT,FRY,FLY,49.2812378913
FLY,BUG,GRD,49.2744781773
NRM,GRD,WTR,49.2519696418
GRD,---,WTR,49.2519696418
PSY,RCK,FLY,49.2360413433
GRS,FGT,GRD,49.2354943690
BUG,FRY,GRD,49.2286114070
RCK,DRG,FIR,49.2115261725
PSY,DRK,PSN,49.2077734707
PSY,GHT,PSN,49.1983283714
GRD,PSY,GHT,49.1878314565
FIR,FRY,GRD,49.1861632282
FIR,WTR,NRM,49.1445102450
GRD,STL,PSY,49.1439748483
WTR,GRS,NRM,49.1372328557
PSY,FRY,PSN,49.1356015886
PSN,STL,---,49.0337264284
WTR,GHT,GRD,48.9849561199
FGT,STL,DRK,48.9762711000
FLY,FRY,GRD,48.9421386008
PSY,GHT,GRD,48.9331545854
WTR,DRK,GRD,48.9192551430
NRM,FGT,FLY,48.9135881461
FGT,---,FLY,48.9135881461
PSY,DRK,GRD,48.9028984527
FGT,STL,GRS,48.8914899347
FIR,PSY,BUG,48.8731578848
FLY,RCK,GRD,48.8554416341
NRM,FGT,DRK,48.8542798532
FGT,GHT,DRK,48.8542798532
FGT,---,DRK,48.8542798532
ICE,PSY,FRY,48.8482104297
DRG,FRY,WTR,48.8429612035
GRS,GHT,GRD,48.8316451495
FIR,RCK,RCK,48.8178000978
ICE,DRG,FRY,48.8158725855
NRM,FRY,WTR,48.8001295851
FRY,---,WTR,48.8001295851
NRM,ICE,FRY,48.7885770070
ICE,---,FRY,48.7885770070
GRS,DRK,GRD,48.7659441726
PSY,RCK,GRD,48.7489628832
ICE,PSY,DRK,48.7410581452
FLY,RCK,RCK,48.7367407774
WTR,RCK,GRD,48.7263385350
BUG,GHT,FIR,48.7193981587
NRM,RCK,RCK,48.7007570511
RCK,---,RCK,48.7007570511
WTR,PSY,PSN,48.6959273012
GRS,RCK,GRD,48.6843486987
FIR,GRD,FLY,48.6672937919
WTR,ICE,GRD,48.6620024564
FGT,BUG,FIR,48.6433658134
WTR,BUG,FLY,48.6238278838
FIR,FRY,GHT,48.6124985347
GRS,ICE,GRD,48.6015453369
BUG,DRK,FIR,48.5997992423
WTR,RCK,FLY,48.5783226281
PSN,STL,FRY,48.5759253741
GRS,DRK,ICE,48.5669354428
GRS,GHT,ICE,48.5576583470
NRM,ICE,GRD,48.5284494481
ICE,DRG,GRD,48.5284494481
ICE,---,GRD,48.5284494481
FIR,DRG,FGT,48.5258199799
WTR,GRD,GHT,48.5145709466
FIR,DRK,FLY,48.5141966219
FIR,GHT,FLY,48.5049195261
FGT,FRY,PSY,48.4989945101
FIR,FLY,PSN,48.4987581447
BUG,RCK,BUG,48.4757875919
PSN,GRD,PSY,48.4690160257
ICE,PSN,GHT,48.4160592293
FGT,DRG,PSY,48.4123474311
FGT,GHT,BUG,48.4088613948
DRK,STL,FLY,48.3892102823
GRD,PSY,FLY,48.3764799479
FGT,BUG,GRS,48.3763685630
PSN,DRK,FLY,48.3552361184
FIR,RCK,NRM,48.3486435853
NRM,GRD,FLY,48.3268054745
GRD,---,FLY,48.3268054745
PSN,GHT,FLY,48.3265958958
FGT,DRK,BUG,48.3239652947
GHT,STL,FLY,48.3102788547
BUG,DRK,FGT,48.2902513416
FLY,STL,GRD,48.2893855465
PSN,DRK,FGT,48.2841614680
WTR,STL,FGT,48.2787827935
BUG,GHT,FGT,48.2659598814
PSN,GHT,FGT,48.2598700077
WTR,RCK,PSY,48.2569649931
GRD,DRG,DRK,48.2553204292
WTR,FRY,FLY,48.2406927071
FIR,STL,GHT,48.2394741198
ICE,FGT,GRS,48.1985439256
NRM,WTR,FGT,48.1937642191
WTR,---,FGT,48.1937642191
ICE,GHT,PSY,48.1456293296
FLY,DRG,WTR,48.1412589379
PSN,FLY,GRD,48.1205518576
GRS,STL,ICE,48.1165343902
ICE,DRK,PSY,48.1059280976
NRM,RCK,PSN,48.0963529086
ICE,BUG,PSY,48.0897282116
RCK,---,PSN,48.0704810631
FGT,DRG,FIR,47.9670549137
GHT,DRG,FIR,47.9376488665
PSN,RCK,NRM,47.8845629789
GRD,FRY,NRM,47.8563995906
DRG,STL,---,47.8429158502
DRG,DRK,FIR,47.8372450733
GRD,STL,DRK,47.8266651384
GRS,FRY,DRG,47.8195328673
RCK,FRY,DRK,47.8171139429
ICE,STL,DRK,47.7976971624
GRD,DRG,FIR,47.7866292079
FGT,BUG,GRD,47.7358343652
STL,FRY,PSN,47.7284012792
PSY,DRG,FIR,47.7259784687
PSN,BUG,FIR,47.6965481945
RCK,STL,NRM,47.6824835865
BUG,RCK,PSY,47.6563654868
FIR,FGT,GRD,47.6543839098
BUG,GHT,FRY,47.6483376784
WTR,GHT,---,47.6412357031
BUG,DRK,FRY,47.6384196509
PSN,DRG,DRG,47.6175747256
WTR,FLY,GHT,47.6079425488
FIR,DRK,NRM,47.6076102722
NRM,GRS,PSY,47.6019720930
GRS,---,PSY,47.6019720930
FIR,GHT,NRM,47.5983331765
FIR,FGT,PSY,47.5467137016
NRM,GRS,PSN,47.5409943614
FGT,STL,BUG,47.5362390343
FIR,WTR,FLY,47.5085834218
DRG,STL,DRG,47.5073015212
GRD,STL,---,47.5047879516
BUG,GHT,GRD,47.4852232679
FGT,PSN,BUG,47.4455050936
GRD,FLY,FRY,47.4013501990
BUG,DRK,GRD,47.4003271678
WTR,BUG,BUG,47.3850417266
GRD,BUG,FRY,47.3772433534
ICE,GHT,PSN,47.3155052605
WTR,STL,FLY,47.3007358204
PSY,DRK,FLY,47.2900512407
ICE,DRK,PSN,47.2895055156
FGT,FLY,DRG,47.2867859229
GRD,FLY,DRK,47.2842460591
PSY,GHT,FLY,47.2807741449
FGT,FLY,PSY,47.2767357112
WTR,PSN,FLY,47.2641481716
FIR,GHT,GRD,47.2468196993
DRK,FRY,GRS,47.2287018207
PSN,GRD,DRK,47.2207546504
GHT,FRY,GRS,47.2194247249
FGT,DRK,ICE,47.1998269968
FGT,DRG,GRD,47.1938051727
FGT,PSY,GRS,47.1929009183
FGT,GHT,ICE,47.1905499010
FIR,DRK,GRD,47.1811187225
WTR,RCK,DRK,47.1569707403
RCK,STL,FGT,47.1517744120
STL,FRY,FGT,47.1436603050
ICE,FRY,GHT,47.1367647851
ICE,FRY,DRK,47.1292855914
WTR,PSY,GHT,47.1196006467
FGT,GRD,BUG,47.1093831460
NRM,RCK,FGT,47.0752709338
RCK,---,FGT,47.0752709338
ICE,BUG,DRK,47.0716282010
BUG,STL,GRD,47.0441123522
DRG,FRY,FGT,47.0350391773
WTR,STL,PSY,47.0000281953
NRM,FRY,FGT,46.9922075589
FRY,---,FGT,46.9922075589
GRD,FLY,DRG,46.9721006616
FLY,STL,GHT,46.9405581988
FIR,GHT,---,46.9039179321
WTR,ICE,PSN,46.8875208635
GRD,RCK,DRG,46.8766891470
PSN,BUG,GRD,46.8752786633
FGT,GRD,DRG,46.8729679452
FIR,BUG,FRY,46.8404429797
GHT,DRG,GRD,46.7808576216
BUG,STL,FIR,46.7633755119
FGT,DRK,DRG,46.7387284858
FGT,GHT,DRG,46.7347751308
GRS,---,PSN,46.7264374056
BUG,RCK,DRK,46.7155512630
GRS,ICE,BUG,46.7154732203
DRG,DRK,GRD,46.7151566447
NRM,GRS,DRK,46.6688391995
GRS,GHT,DRK,46.6688391995
GRS,---,DRK,46.6688391995
FLY,BUG,FIR,46.6686184537
FGT,FRY,NRM,46.6436680985
FGT,PSY,DRG,46.6319638955
PSN,BUG,FRY,46.6162180884
RCK,DRG,GRD,46.5993631219
PSN,FLY,FRY,46.5741487794
FGT,PSY,FRY,46.5563184471
STL,---,---,46.5433848599
NRM,---,STL,46.5433848599
FGT,DRG,FRY,46.5239806029
WTR,FLY,GRD,46.5075991410
NRM,FGT,FRY,46.4966850244
FGT,---,FRY,46.4966850244
GRS,DRG,BUG,46.4893261461
FGT,DRG,NRM,46.4683054201
PSY,STL,GHT,46.4636419241
GHT,DRK,WTR,46.4141266694
WTR,BUG,FIR,46.4130938981
NRM,---,NRM,46.4069153770
GRS,FLY,GRD,46.4022745601
WTR,PSN,PSY,46.3975429602
GRS,DRG,NRM,46.3693008321
FGT,DRG,GHT,46.3374228710
NRM,GHT,WTR,46.3351952417
GHT,---,WTR,46.3351952417
NRM,PSY,WTR,46.3080419818
PSY,---,WTR,46.3080419818
NRM,DRK,WTR,46.2694942649
DRK,---,WTR,46.2694942649
BUG,DRG,WTR,46.2511589264
WTR,PSY,FLY,46.2021006239
GRD,DRK,DRG,46.1937826920
GRD,DRG,GHT,46.1910498115
GRD,GHT,DRG,46.1898293370
ICE,DRG,FLY,46.1754637423
PSY,STL,PSN,46.1587566397
BUG,DRG,BUG,46.1551469428
GRS,FRY,---,46.1526302019
FLY,FRY,FIR,46.1456947212
FIR,STL,PSY,46.1228278508
NRM,ICE,FLY,46.1129195704
ICE,---,FLY,46.1129195704
GRD,STL,BUG,46.0693172444
GRD,FLY,NRM,46.0190218038
DRG,FRY,FIR,46.0012588522
NRM,FRY,FIR,45.9931300501
GRS,DRK,GHT,45.9844865013
NRM,GRS,GHT,45.9652913781
RCK,DRG,FLY,45.9577951494
FIR,BUG,PSN,45.9528204102
GRS,---,GHT,45.9394694833
FIR,FRY,GRS,45.9041944873
FIR,FRY,BUG,45.8978826955
GRS,BUG,ICE,45.8876665469
WTR,FGT,BUG,45.8447922372
FIR,PSN,---,45.8445142104
